0.000000000000000e+00 	 -3.056056448586624e-01
4.882812500000000e-02 	 -2.613004661156147e-01
9.765625000000000e-02 	 -2.258362325785619e-01
1.464843750000000e-01 	 -1.971814914936040e-01
1.953125000000000e-01 	 -1.738189096008265e-01
2.441406250000000e-01 	 -1.546052195126969e-01
2.929687500000000e-01 	 -1.386716539696503e-01
3.417968750000000e-01 	 -1.253525668382535e-01
3.906250000000000e-01 	 -1.141338399872750e-01
4.394531250000000e-01 	 -1.046152917927493e-01
4.882812500000000e-01 	 -9.648307267948233e-02
5.371093750000000e-01 	 -8.948923945725358e-02
5.859375000000000e-01 	 -8.343652896028925e-02
6.347656250000000e-01 	 -7.816692518410213e-02
6.835937500000000e-01 	 -7.355301419800163e-02
7.324218750000000e-01 	 -6.949140216684924e-02
7.812500000000000e-01 	 -6.589767066508734e-02
8.300781250000000e-01 	 -6.270248513757855e-02
8.789062500000000e-01 	 -5.984857398656893e-02
9.277343750000000e-01 	 -5.728836914857507e-02
9.765625000000000e-01 	 -5.498215236387786e-02
1.025390625000000e+00 	 -5.289659035571904e-02
1.074218750000000e+00 	 -5.100357085222317e-02
1.123046875000000e+00 	 -4.927927264751128e-02
1.171875000000000e+00 	 -4.770341873720339e-02
1.220703125000000e+00 	 -4.625867342967364e-02
1.269531250000000e+00 	 -4.493015327455161e-02
1.318359375000000e+00 	 -4.370502842265248e-02
1.367187500000000e+00 	 -4.257219618976599e-02
1.416015625000000e+00 	 -4.152201254592323e-02
1.464843750000000e+00 	 -4.054607029075908e-02
1.513671875000000e+00 	 -3.963701502564970e-02
1.562500000000000e+00 	 -3.878839185966389e-02
1.611328125000000e+00 	 -3.799451721206525e-02
1.660156250000000e+00 	 -3.725037119256262e-02
1.708984375000000e+00 	 -3.655150692149993e-02
1.757812500000000e+00 	 -3.589397384938976e-02
1.806640625000000e+00 	 -3.527425268919789e-02
1.855468750000000e+00 	 -3.468920001684840e-02
1.904296875000000e+00 	 -3.413600094957822e-02
1.953125000000000e+00 	 -3.361212859661550e-02
2.001953125000000e+00 	 -3.311530920663151e-02
2.050781250000000e+00 	 -3.264349212278513e-02
2.099609375000000e+00 	 -3.219482380773895e-02
2.148437500000000e+00 	 -3.176762532479829e-02
2.197265625000000e+00 	 -3.136037276247847e-02
2.246093750000000e+00 	 -3.097168017334095e-02
2.294921875000000e+00 	 -3.060028466628967e-02
2.343750000000000e+00 	 -3.024503334847458e-02
2.392578125000000e+00 	 -2.990487185997240e-02
2.441406250000000e+00 	 -2.957883428360730e-02
2.490234375000000e+00 	 -2.926603424501640e-02
2.539062500000000e+00 	 -2.896565704536133e-02
2.587890625000000e+00 	 -2.867695269215308e-02
2.636718750000000e+00 	 -2.839922971291985e-02
2.685546875000000e+00 	 -2.813184965279594e-02
2.734375000000000e+00 	 -2.787422217090205e-02
2.783203125000000e+00 	 -2.762580066209724e-02
2.832031250000000e+00 	 -2.738607834062407e-02
2.880859375000000e+00 	 -2.715458473067376e-02
2.929687500000000e+00 	 -2.693088251611474e-02
2.978515625000000e+00 	 -2.671456470785604e-02
3.027343750000000e+00 	 -2.650525209262892e-02
3.076171875000000e+00 	 -2.630259093155217e-02
3.125000000000000e+00 	 -2.610625088079043e-02
3.173828125000000e+00 	 -2.591592311002796e-02
3.222656250000000e+00 	 -2.573131859741962e-02
3.271484375000000e+00 	 -2.555216658224851e-02
3.320312500000000e+00 	 -2.537821315872894e-02
3.369140625000000e+00 	 -2.520921999634685e-02
3.417968750000000e+00 	 -2.504496317378597e-02
3.466796875000000e+00 	 -2.488523211498396e-02
3.515625000000000e+00 	 -2.472982861714802e-02
3.564453125000000e+00 	 -2.457856596169713e-02
3.613281250000000e+00 	 -2.443126810002945e-02
3.662109375000000e+00 	 -2.428776890701646e-02
3.710937500000000e+00 	 -2.414791149572090e-02
3.759765625000000e+00 	 -2.401154758769329e-02
3.808593750000000e+00 	 -2.387853693364091e-02
3.857421875000000e+00 	 -2.374874677991078e-02
3.906250000000000e+00 	 -2.362205137663604e-02
3.955078125000000e+00 	 -2.349833152383229e-02
4.003906250000000e+00 	 -2.337747415209864e-02
4.052734375000000e+00 	 -2.325937193490834e-02
4.101562500000000e+00 	 -2.314392292976756e-02
4.150390625000000e+00 	 -2.303103024578416e-02
4.199218750000000e+00 	 -2.292060173542109e-02
4.248046875000000e+00 	 -2.281254970842357e-02
4.296875000000000e+00 	 -2.270679066608949e-02
4.345703125000000e+00 	 -2.260324505422916e-02
4.394531250000000e+00 	 -2.250183703330710e-02
4.443359375000000e+00 	 -2.240249426439589e-02
4.492187500000000e+00 	 -2.230514770969609e-02
4.541015625000000e+00 	 -2.220973144648380e-02
4.589843750000000e+00 	 -2.211618249345022e-02
4.638671875000000e+00 	 -2.202444064848540e-02
4.687500000000000e+00 	 -2.193444833704049e-02
4.736328125000000e+00 	 -2.184615047027657e-02
4.785156250000000e+00 	 -2.175949431227461e-02
4.833984375000000e+00 	 -2.167442935564088e-02
4.882812500000000e+00 	 -2.159090720489905e-02
4.931640625000000e+00 	 -2.150888146710766e-02
4.980468750000000e+00 	 -2.142830764918846e-02
5.029296875000000e+00 	 -2.134914306149257e-02
5.078125000000000e+00 	 -2.127134672716774e-02
5.126953125000000e+00 	 -2.119487929692569e-02
5.175781250000000e+00 	 -2.111970296883912e-02
5.224609375000000e+00 	 -2.104578141282624e-02
5.273437500000000e+00 	 -2.097307969950861e-02
5.322265625000000e+00 	 -2.090156423314902e-02
5.371093750000000e+00 	 -2.083120268840079e-02
5.419921875000000e+00 	 -2.076196395061891e-02
5.468750000000000e+00 	 -2.069381805950144e-02
5.517578125000000e+00 	 -2.062673615584738e-02
